agents,solveDynamic,solveStaticOverlap,solveStaticNonOverlap,solveStaticNoPool,solveGreedyDynamic,maxUtil,solveNN,solveIndModel
"[(0, 0.3490422862379092, 0.6394083455401102), (1, 0.7244569198375246, 0.5728486459186686), (2, 0.0935318549205536, 0.7193885197242634), (3, 0.8954421970459279, 0.5343310006995636), (4, 0.09241355148261599, 0.8498599336045677)]",1.13335711895549,1.13335711895549,1.13335711895549,1.116647241538421,1.13335711895549,1.262471558923961,0.0,0.5001899426232116
"[(0, 0.5263356532237572, 0.38105335651888295), (1, 0.05139627906691424, 0.1525113328090908), (2, 0.635606130933932, 0.28275903580754), (3, 0.392126314623624, 0.8748886793989058), (4, 0.24555786371523447, 0.16531534320878605)]",0.7233522176113334,0.7233522176113334,0.7233522176113334,0.7233522176113334,0.7233522176113334,0.7717852151509568,0.4129020571951415,0.21113689634461316
"[(0, 0.21652699421652766, 0.6949153135005977), (1, 0.39613854398248993, 0.7189340634473617), (2, 0.0012556981059616001, 0.2806021154955344), (3, 0.11116749303128637, 0.5182551768949729), (4, 0.7801501618003578, 0.9184780023082999)]",1.1793286648655297,1.1518161792916626,1.1518161792916628,1.1518161792916628,1.1793286648655297,1.2097816596025193,1.05060101320071,0.36781318696299936
"[(0, 0.654412462416479, 0.26119834674335074), (1, 0.3455043476817493, 0.716114810560847), (2, 0.1147929876483691, 0.9560000728321489), (3, 0.9144245494718525, 0.14345225429396002), (4, 0.20279152001059875, 0.8252034200426538)]",0.7120383291231285,0.6809170084813708,0.676712508693827,0.5856964896278887,0.709322769003673,0.8266148571838257,0.4194958548179605,0.32179215216294
"[(0, 0.3021967728648213, 0.2800486733831715), (1, 0.9031860558992072, 0.3430933339227824), (2, 0.790256774073874, 0.1904194714928218), (3, 0.2631769534159534, 0.9230560988853299), (4, 0.027241932078784226, 0.29455526138650046)]",0.7185077296448256,0.703284484270453,0.703284484270453,0.703284484270453,0.7185077296448256,0.7959385440360613,0.1504802772627693,0.4110761159994479
"[(0, 0.5585185882008408, 0.2297663601943314), (1, 0.16284059602008838, 0.8087126200386251), (2, 0.04398484026816585, 0.4948435350868796), (3, 0.9838336921661375, 0.013378338163072101), (4, 0.7497052455647436, 0.9470489084837757)]",0.980026821678924,0.9700275626644924,0.9700275626644924,0.9700275626644924,0.980026821678924,1.0049552363430456,0.8347255843838597,0.3815971294752205
"[(0, 0.44317160980692294, 0.258743415090287), (1, 0.7300559376592661, 0.9855910991166263), (2, 0.10071167814461024, 0.7363690951903578), (3, 0.6406169537263864, 0.9023784851883171), (4, 0.7607638736683986, 0.5419445847383703)]",1.8187944741136084,1.784802980369791,1.746003449136556,1.7099074519029602,1.8074949054053693,1.8987361550059128,1.6559686783315426,0.8001216946485294
"[(0, 0.8727224434265939, 0.4844178654920266), (1, 0.6615484136376063, 0.757746450157789), (2, 0.4139299856100074, 0.3212512031539545), (3, 0.07193424309962926, 0.7509712070001823), (4, 0.012787262023314927, 0.20530092022073865)]",1.057023811151823,1.057023811151823,1.057023811151823,1.057023811151823,1.057023811151823,1.1136695931774867,0.8347192957495901,0.49673097301395697
"[(0, 0.21109862886072872, 0.8847089969743052), (1, 0.16839884420161388, 0.18599627492642878), (2, 0.06490237449692626, 0.568083694843195), (3, 0.2118659594078003, 0.6577307221044091), (4, 0.3360494848786003, 0.5748636001899617)]",0.5262955862154348,0.5192942233919566,0.5192942233919566,0.5192942233919566,0.5262955862154348,0.5874857618236834,0.3799434729213207,0.23580342950855376
"[(0, 0.3124099575699516, 0.6054466136523864), (1, 0.09536904844681982, 0.8153955518945083), (2, 0.18655161633482653, 0.045479557399892956), (3, 0.011015229641283986, 0.3985585314625112), (4, 0.5261195388366185, 0.18976499160165472)]",0.366750118642759,0.366750118642759,0.366750118642759,0.366750118642759,0.366750118642759,0.379624617335454,0.3134019030091847,0.046699176833115655
"[(0, 0.35563992873495565, 0.36495960503511915), (1, 0.1900418753327584, 0.8652278167972035), (2, 0.7653904025895408, 0.4520633895339061), (3, 0.1641246105713826, 0.18053876968310512), (4, 0.9113986646154532, 0.9966578757461861)]",1.5368888088108537,1.5038439107668191,1.4266693274433089,1.418787153639106,1.5302564223968895,1.5782122168322097,1.1841588634432898,0.8023816967826233
"[(0, 0.39969845600340737, 0.45561766071096876), (1, 0.3761419373842493, 0.8634988128805489), (2, 0.2328437311471333, 0.10273697721214248), (3, 0.9874569158792608, 0.3936783654076499), (4, 0.4426934650172576, 0.7270716162185443)]",1.1086198295731984,1.100466608564584,1.0849358275612957,1.0354083940592007,1.1086198295731984,1.2414397306741125,0.368733733451932,0.4914948572503413
"[(0, 0.40110287536068523, 0.1725109096375399), (1, 0.5213421832624525, 0.012975658357206932), (2, 0.32498091689407016, 0.7060204910069185), (3, 0.11582202986492063, 0.024868150061243988), (4, 0.0167123641445851, 0.29929829958563114)]",0.3054025664573486,0.3054025664573486,0.3054025664573485,0.3054025664573485,0.3054025664573486,0.3132848282469574,0.0,0.23350373807553657
"[(0, 0.5062003643654717, 0.30409285277384424), (1, 0.4644671352354304, 0.6316021798760971), (2, 0.701250547815878, 0.16094936703119223), (3, 0.7043272556444832, 0.4739067319212672), (4, 0.2124802415667616, 0.8760910115775185)]",0.8641128209401812,0.8640806069234648,0.8623000742739544,0.8132959127955155,0.8641128209401812,1.0800936574718134,0.6278578954850806,0.41356818827517905
"[(0, 0.5044845085404327, 0.5914834846322828), (1, 0.05818903746666959, 0.24122228727607964), (2, 0.258537928928974, 0.5140752646888912), (3, 0.22135679664298225, 0.9751675581654371), (4, 0.6926438492404479, 0.46750740492302945)]",0.9294095697352224,0.9294095697352224,0.8753860852069808,0.8380703504144598,0.9174180269780854,0.9850147973728434,0.8306604924320511,0.504794864986746
"[(0, 0.9873184801452471, 0.35582755495199014), (1, 0.14484783958004255, 0.9041366043633813), (2, 0.9915406557996431, 0.22257315565162472), (3, 0.3035317072021704, 0.26190590712198103), (4, 0.3761854564154108, 0.7594961486173998)]",0.9297929055012824,0.9297929055012822,0.9297929055012824,0.8577168587805896,0.9297929055012824,1.0681758397229288,0.1583514993127226,0.4064312754080971
"[(0, 0.3439495081655922, 0.5346437839264905), (1, 0.7577482416338563, 0.6235011282425321), (2, 0.3591902574744109, 0.0006456980627510545), (3, 0.7900288694828604, 0.8133532547318197), (4, 0.4873610985926866, 0.8710059547183465)]",1.6285931776577345,1.5799351068667284,1.561295786808928,1.539523854880794,1.6285931776577345,1.723646249859512,1.114453478163426,0.4729351742087743
"[(0, 0.7655282955343532, 0.9353663884256421), (1, 0.8287888840480219, 0.27249368440389543), (2, 0.3766711275251209, 0.13749331861749103), (3, 0.044532365706596466, 0.7528796289238846), (4, 0.0051656234505236265, 0.3521834605898173)]",1.0097209795607285,0.993678936989665,0.993678936989665,0.993678936989665,1.0097209795607285,1.0290256951008594,0.9294593399458956,0.27235604034348326
"[(0, 0.7317552975679094, 0.8898750889947776), (1, 0.9063938946151415, 0.36031976411993427), (2, 0.2824116544341343, 0.6151199416607642), (3, 0.8351766200385176, 0.8944695130786507), (4, 0.3653056067783793, 0.45393595352644656)]",1.834294646914557,1.7798054899244844,1.7546752699191823,1.7248024695136457,1.834294646914557,2.064344858854992,1.5071806279844022,1.0156761821515494
"[(0, 0.7126204259284884, 0.6416068152817769), (1, 0.49625781482312814, 0.9283467213066336), (2, 0.9192345745714584, 0.8836124830064777), (3, 0.7510475322181204, 0.22172314427118656), (4, 0.4675413702161354, 0.4121887769229742)]",1.876297919002492,1.819356801523782,1.811064067319753,1.7301685822010555,1.8747412792419256,2.089408508091853,1.1611266397847515,1.1119893432598533
"[(0, 0.3717131458253584, 0.7969342872222982), (1, 0.8438511966071426, 0.8449009148595371), (2, 0.9608764330010064, 0.16811642722422093), (3, 0.567169280223665, 0.4495422342440104), (4, 0.8967627182936851, 0.46162598369535346)]",1.5570735703428806,1.512951672589872,1.487412074030738,1.4231705709118216,1.5570735703428806,1.8396762292582176,1.3130192126042697,0.7030708824805167
"[(0, 0.24669332105695418, 0.8121258304133012), (1, 0.8291035968343614, 0.6452241299457031), (2, 0.8364882520541259, 0.7860832137634893), (3, 0.6706345472433479, 0.8569522373751638), (4, 0.14234105139370756, 0.4501760496010748)]",1.857701402735764,1.8309241457635623,1.8309241457635623,1.767208796073682,1.857701402735764,2.0316333465069585,1.0152518255772671,1.2937643275462145
"[(0, 0.5182484279064349, 0.8157026435378634), (1, 0.043521980653750236, 0.7779711825692168), (2, 0.8200160867406434, 0.4114153947844178), (3, 0.4070533112187067, 0.8461405487594585), (4, 0.018557242823857956, 0.2382646849833313)]",1.104528166837547,1.104528166837547,1.104528166837547,1.104528166837547,1.104528166837547,1.1428085492100857,0.5125312543272484,0.4217185332050417
"[(0, 0.012545082225684068, 0.3128598178514461), (1, 0.7640527565113245, 0.08306141684411561), (2, 0.6879124715774378, 0.3921485205818356), (3, 0.8631418807593324, 0.8177825163345609), (4, 0.04477152568565246, 0.22692460870112752)]",1.0390895017194814,1.0390895017194812,1.0390895017194812,1.0390895017194814,1.0390895017194814,1.0531741148067093,0.7058623392011124,0.3322616635503062
"[(0, 0.8660599474370132, 0.01676685494360275), (1, 0.5357669194775485, 0.6213750838887911), (2, 0.16892143566029993, 0.3393484492896691), (3, 0.5125604033991696, 0.5447172099303224), (4, 0.4816977379553622, 0.5818464000073652)]",0.8923867821165758,0.8923867821165757,0.8923867821165758,0.8923867821165757,0.8923867821165758,0.964231110870824,0.2802740947210186,0.38933972620048424
"[(0, 0.7080702703545009, 0.07220701659835727), (1, 0.7645853592161355, 0.7504653568376048), (2, 0.6398059479977709, 0.8271140441964623), (3, 0.7153030771403968, 0.9536299229378052), (4, 0.230838273432447, 0.3225345059693495)]",1.833124355862314,1.7851217279169047,1.7851217279169047,1.7851217279169047,1.833124355862314,1.910702678161548,1.5372022802464966,0.7161217972157937
"[(0, 0.23707836217154432, 0.051577107647493015), (1, 0.08316795097605079, 0.6377713960858963), (2, 0.45657112165474245, 0.8574681079049878), (3, 0.8681863643580813, 0.6936637551143634), (4, 0.02219792524844222, 0.2312337385194344)]",1.046766729652663,1.0467667296526628,1.046766729652663,1.0467667296526628,1.046766729652663,1.0641274551018485,0.9937245894490636,0.4637254930380569
"[(0, 0.5524822371704642, 0.2510931603927573), (1, 0.6067057768661394, 0.34160417160508727), (2, 0.6051642539790939, 0.8240964459522258), (3, 0.26003994713794465, 0.6697319805445191), (4, 0.9997812449291708, 0.009882504312694107)]",0.9260545083028784,0.8801240040532674,0.8801240040532675,0.8801240040532675,0.9260545083028784,1.0287288575100233,0.4987137109215013,0.5428499920298612
"[(0, 0.06673133268103315, 0.6031144406418673), (1, 0.9356300431240082, 0.5186086915296261), (2, 0.8349066458119753, 0.05918652358131249), (3, 0.1688530110628368, 0.13577272175132404), (4, 0.888924768627907, 0.9151706218907366)]",1.363068737216256,1.3481589276201755,1.3481589276201755,1.3481589276201753,1.363068737216256,1.4113311908912909,1.2575822967396872,0.17177637719927852
"[(0, 0.22285810277698714, 0.42122774367230464), (1, 0.07578684995169838, 0.6463972092296433), (2, 0.22337849834600576, 0.27073975656230753), (3, 0.03333116315388385, 0.1946583543324728), (4, 0.15517683833995444, 0.10079763845143286)]",0.2033398643603758,0.2033398643603758,0.2033398643603758,0.2033398643603758,0.2033398643603758,0.2254695125749251,0.1222271474004764,0.07529817426524885
"[(0, 0.08274444532900727, 0.9555842011054746), (1, 0.9243919937943624, 0.8061741599879179), (2, 0.26144991864594624, 0.5162968766583826), (3, 0.4959734499579205, 0.42182125874243837), (4, 0.011996670253833885, 0.39110865965397623)]",1.1310872606833642,1.131087260683364,1.1242465840849216,1.0894188604602968,1.1310872606833642,1.1731801467692191,1.0741233733782565,0.5449783151765801
"[(0, 0.28974347492585506, 0.5646911313117435), (1, 0.5449637787997407, 0.585868186655518), (2, 0.3541989326903928, 0.16446760997212206), (3, 0.69826689515473, 0.5605049260216112), (4, 0.5455714539482109, 0.15601655672874926)]",0.8742745459364619,0.8742745459364619,0.8742745459364618,0.8742745459364618,0.8742745459364619,1.0176469775452246,0.2761500146293689,0.42138758393802833
"[(0, 0.5689818005837008, 0.0910619058613048), (1, 0.18561284094372232, 0.143090745869499), (2, 0.537351343354408, 0.7864915116636206), (3, 0.3660353935547952, 0.8026511180704666), (4, 0.06995234627804969, 0.5712413182223139)]",0.7832340756918578,0.768233555380954,0.7682335553809538,0.768233555380954,0.7832340756918578,0.8347527057351647,0.5955141080696482,0.6277257980169405
"[(0, 0.17400653609915195, 0.2943056859209219), (1, 0.2065853426797173, 0.23402152102501617), (2, 0.8355252834743501, 0.5562565089514806), (3, 0.1786420551589577, 0.5954822027638382), (4, 0.45244299468416904, 0.29352434836704466)]",0.7039475770263585,0.7039475770263585,0.7039475770263584,0.7039475770263584,0.7039475770263585,0.8035041061031245,0.5386389300579228,0.5725515597737227
"[(0, 0.9752049676409831, 0.7460249008835531), (1, 0.35811179423995065, 0.7310764901622188), (2, 0.1375456069637918, 0.4951179147201289), (3, 0.08231045984229868, 0.1899285366551111), (4, 0.15109010158351832, 0.8657510940224037)]",1.1462648282201973,1.1261919773563815,1.120140723686038,1.120140723686038,1.1462648282201973,1.203875122974122,0.8251120363944117,0.3845841079300054
"[(0, 0.5232301353153684, 0.5720626314026617), (1, 0.3636427367583548, 0.4708925084620784), (2, 0.857299083728236, 0.6860905912255779), (3, 0.7466042897482498, 0.968041593795704), (4, 0.9347868186458792, 0.9781143439031816)]",2.5836782414094257,2.489704560771336,2.479539440590199,2.225257237604014,2.5766782421177754,2.6958142861378507,2.434941935936973,1.924473937159887
"[(0, 0.5489103001989457, 0.7172023239608695), (1, 0.17431666394062417, 0.9501065831218866), (2, 0.29850071939854805, 0.4339255125249516), (3, 0.48341707759641417, 0.1289504604404923), (4, 0.6977671544377141, 0.5277911509073063)]",1.0044838754174827,1.0044838754174827,0.9906227482921968,0.9275744824125725,1.0044838754174827,1.119438414807509,0.907932454881162,0.35681281560176303
"[(0, 0.9323612948899352, 0.9766846266834924), (1, 0.7122420564171378, 0.6678404364315296), (2, 0.5879146875409584, 0.3869069740543172), (3, 0.8815330288907072, 0.13741224932139906), (4, 0.17315637555435526, 0.6085839154535914)]",1.6915776180546664,1.6276991084465915,1.613755281794787,1.613755281794787,1.68746341805987,1.840268903166387,1.5235673309388926,0.6171885972450949
"[(0, 0.0068130727266996205, 0.6619805777438369), (1, 0.07252627473684115, 0.18367461251103545), (2, 0.2923270015738807, 0.3084023892394754), (3, 0.8518382686468584, 0.9843667785219418), (4, 0.544942497836496, 0.41785382190243614)]",1.1604518501104293,1.1563819434922529,1.1563819434922529,1.1563819434922529,1.1604518501104293,1.1742133007212423,0.9447310289099122,0.34806917730104847
"[(0, 0.8121156761172588, 0.2840693909517754), (1, 0.4653443309641545, 0.8059739234769123), (2, 0.521231074785219, 0.01969828568249965), (3, 0.663029481494892, 0.5246859346322597), (4, 0.9201065100585741, 0.20590665365102845)]",0.988991349429796,0.9536348448788272,0.9536348448788274,0.9536348448788272,0.988991349429796,1.1533582559852302,0.5277520341456736,0.48266196796040195
"[(0, 0.483590826087382, 0.9369948450929216), (1, 0.9682699757632856, 0.5238117354077135), (2, 0.19232164553941333, 0.1607349525928936), (3, 0.34229254686786137, 0.3357065598869099), (4, 0.5234220955825841, 0.8364756591626821)]",1.4698449771816784,1.429005717910539,1.4113709517385482,1.3981431299486102,1.4698449771816784,1.543965793910914,1.1867928649445778,0.5618836520571088
"[(0, 0.14643785728733216, 0.9902859691710251), (1, 0.4497740002052043, 0.19081391765604683), (2, 0.18455707792011444, 0.6211050899947541), (3, 0.021832972110471638, 0.9711664782982607), (4, 0.9597410964857136, 0.3884013646700526)]",0.704184656106086,0.6939552466580744,0.6693450451655443,0.6324094475228392,0.6961743010795884,0.7394360371971369,0.1660128350892728,0.4164319699074186
"[(0, 0.7339169497701744, 0.9036032851636578), (1, 0.28533176467918675, 0.08623481675247935), (2, 0.45454001214534856, 0.6523979739058575), (3, 0.5878338630954072, 0.8675616031400669), (4, 0.6535150823125542, 0.4703496042438866)]",1.6949862954265806,1.6687976369868442,1.640083660074088,1.4805324158298117,1.6949862954265806,1.801678931253352,1.3649565657706262,0.9632081787549045
"[(0, 0.20027585946699789, 0.2990388550702855), (1, 0.3672998639644631, 0.3851291138182412), (2, 0.28825650106189415, 0.9539120059713413), (3, 0.4065479110026713, 0.05908177821239313), (4, 0.04110434614950775, 0.04973520785977126)]",0.4823835436280808,0.4763194719896543,0.4763194719896542,0.4763194719896542,0.4823835436280808,0.5023833786999116,0.2749713371622315,0.2782416251147056
"[(0, 0.9738943699997289, 0.36825959300219024), (1, 0.41018815600622194, 0.6735076993224948), (2, 0.15257096224025513, 0.5890246743940735), (3, 0.45892202889840716, 0.8899900487604354), (4, 0.25154614470697456, 0.7518405406835297)]",1.148179833772904,1.148179833772904,1.1103068204682685,1.043346864440843,1.148179833772904,1.3223375152397492,0.4084360388765313,0.6924979187836044
"[(0, 0.9242410234931615, 0.34181374602053893), (1, 0.3287615795474371, 0.2561037559330359), (2, 0.4667090636176655, 0.7420335022842443), (3, 0.08460187025520216, 0.08769153016707065), (4, 0.5586355973072951, 0.011368360666486166)]",0.7464291228186473,0.7464291228186473,0.7464291228186473,0.7464291228186472,0.7464291228186473,0.7601987612276492,0.5438572435359902,0.353676133528709
"[(0, 0.07195380410006225, 0.6599294978285103), (1, 0.7084513318046131, 0.7650188069263666), (2, 0.04733310624354181, 0.536265405547367), (3, 0.44616858874136567, 0.477528727699994), (4, 0.249592536833677, 0.30595143518594914)]",0.8314001059998922,0.8314001059998921,0.8314001059998921,0.8314001059998921,0.8314001059998922,0.9042676512220068,0.5419785926225605,0.3444575895244325
"[(0, 0.8852633120155025, 0.45931583000501497), (1, 0.8061958366124015, 0.2890025718556728), (2, 0.9868282510291889, 0.7443257477931389), (3, 0.5244304368448687, 0.9079875944481768), (4, 0.2609396423769236, 0.23130755098277367)]",1.7373652209456665,1.67948120782164,1.6609749962024476,1.6173134596282643,1.7373652209456665,1.910663439461111,1.3637583755743627,0.9402380133619219
"[(0, 0.22380808328569535, 0.06178559674873085), (1, 0.5994752638128413, 0.9168320732378945), (2, 0.3872231096738712, 0.5530503992742475), (3, 0.7470556174565042, 0.8012730356794261), (4, 0.848297031527504, 0.9318242043960422)]",2.1107941969376016,2.071377491069443,2.0496193910704066,1.938677377891743,2.1107941969376016,2.16665938928809,1.91178337542112,1.1182152182338252
"[(0, 0.13882203531437598, 0.7024005374443295), (1, 0.44996726276478827, 0.30788380356181677), (2, 0.18914118898625, 0.2986450326173212), (3, 0.5683737087462494, 0.14612624948636155), (4, 0.20325791020048123, 0.2219789603158704)]",0.3191006229179989,0.3191006229179989,0.3191006229179989,0.3191006229179989,0.3191006229179989,0.4207056790543558,0.1948175796246359,0.10690519419594516
"[(0, 0.1299045466256472, 0.5820535771343981), (1, 0.5662649100445267, 0.1399691965426504), (2, 0.37661517410012557, 0.869100877872702), (3, 0.46864405593736136, 0.9850986495392761), (4, 0.4247387404255796, 0.5544585925693493)]",1.1041163518493788,1.0793222171635557,1.038428463972477,1.0244772492751484,1.0897029317586535,1.1793482998138571,0.9252921619317518,0.9725863716016919
"[(0, 0.3012755106036028, 0.32377467638327484), (1, 0.6760709523272123, 0.5267673904751837), (2, 0.8712520309108849, 0.7021168642601648), (3, 0.09646881709173172, 0.32272164562194694), (4, 0.9029425707517382, 0.21802488758971694)]",1.1647168277450466,1.1647168277450464,1.1647168277450464,1.1647168277450464,1.1647168277450466,1.29339478409598,0.9999886202444208,0.7954255393788724
"[(0, 0.1803362911999843, 0.15428851481859296), (1, 0.2932700793572043, 0.23573392623855494), (2, 0.5327899847594322, 0.9996317261405894), (3, 0.20703138674694954, 0.5056677948919639), (4, 0.47794260377838893, 0.9214130758585347)]",1.1458907972529693,1.130760113606081,1.104782061075971,1.0776654415765272,1.1413041298600304,1.1746229673688324,1.0275478160694682,0.6095524496577274
"[(0, 0.8324702161094372, 0.9183906559166608), (1, 0.20546162774235255, 0.947126762938449), (2, 0.778500265415297, 0.5310863697758856), (3, 0.9478316801975177, 0.4641945894456424), (4, 0.6344505821357459, 0.17676556812353883)]",1.7580912122100931,1.7562559321331843,1.7562559321331843,1.617962085285664,1.7580912122100931,1.924709309274878,1.3473220363182226,0.6355113056035769
"[(0, 0.666575403258622, 0.1405822112229077), (1, 0.615568293314847, 0.4390749846807077), (2, 0.10456812504330304, 0.5690613819983716), (3, 0.43809627577281585, 0.2573837529826627), (4, 0.18095276295740792, 0.7864342938986542)]",0.5336234691846643,0.5253469609487004,0.5253469609487004,0.5253469609487004,0.5336234691846643,0.6785612868357194,0.0,0.20968975185273703
"[(0, 0.10380446301466861, 0.7834159161612597), (1, 0.7431203160955271, 0.9883249750790327), (2, 0.24047786929455717, 0.6215133970077257), (3, 0.41995773009133874, 0.7755213728235546), (4, 0.28846495895935254, 0.2976462682389245)]",1.3013606941109772,1.2709012244409943,1.2277628314792963,1.2095907807045736,1.2916149867897735,1.3767733677507836,1.0563281688067938,0.5396679445485564
"[(0, 0.7632485114853432, 0.8508229167469405), (1, 0.3260301319824711, 0.8146298954272423), (2, 0.2268302884708192, 0.92431235123028), (3, 0.29938173431469084, 0.845037686655195), (4, 0.4361293599635364, 0.3346249672391486)]",1.4083578619334212,1.3550927397922097,1.3550927397922097,1.167972065259837,1.4083578619334212,1.5235738753163723,1.0960743325846016,0.7528775263068672
"[(0, 0.00023388144215297224, 0.07750040954026449), (1, 0.7041466360138116, 0.73714970189644), (2, 0.020643044774444785, 0.6116476813997072), (3, 0.11656446788728403, 0.17649078307567845), (4, 0.29129929351692785, 0.27994763211090923)]",0.6211825845008335,0.6211825845008335,0.6211825845008334,0.6211825845008334,0.6211825845008335,0.6338269808817036,0.5791749702759784,0.1042449742152843
"[(0, 0.4195882995217717, 0.7160979683729961), (1, 0.6042524535665936, 0.7197198929239256), (2, 0.6924561205080703, 0.2785808862818724), (3, 0.3692135534901191, 0.8202083810293583), (4, 0.6086728994751823, 0.2036730149777939)]",1.1147272381398017,1.0910999685268925,1.091099968526892,1.038190890982816,1.1147272381398017,1.355066175316647,0.8532182772250253,0.5674680557190592
"[(0, 0.9175934145546187, 0.9550352706101123), (1, 0.16805720752205, 0.2634476016005307), (2, 0.9670639126888686, 0.2522703626300543), (3, 0.4689126154890859, 0.7412418078445838), (4, 0.8799758689519581, 0.30646782559930386)]",1.6570208259606778,1.5812416313344375,1.4951702096257602,1.493596000943054,1.6541730556331984,1.7818318331368808,1.366883983181431,0.42098444695698106
"[(0, 0.12012851376719058, 0.8089283431121796), (1, 0.34770355713580126, 0.586472086433746), (2, 0.9297955162697369, 0.6465293754132423), (3, 0.17929284795297706, 0.8093322005723502), (4, 0.45873346484788957, 0.551777067823297)]",1.1096532999749178,1.1096532999749176,1.1096532999749176,1.0581771511559648,1.1096532999749178,1.3004599859388537,0.7647887287330729,0.906799197445839
"[(0, 0.7418761429976529, 0.5320641449768431), (1, 0.7073754466292369, 0.6371562471974098), (2, 0.8013928717278235, 0.25100394270146886), (3, 0.4210855306400314, 0.9989343829589579), (4, 0.11270416297775088, 0.0002100465262828699)]",1.4319918525216968,1.412616218241055,1.3141182425398457,1.2660711953594856,1.3949041405712626,1.467247638933953,0.8192636069027159,0.5387703288605884
"[(0, 0.14806513180078196, 0.5723490859690176), (1, 0.6883205832791282, 0.27548704900954424), (2, 0.41209666122031785, 0.056536735836452134), (3, 0.22288993494982057, 0.8005234608165913), (4, 0.5148973445953765, 0.4051096218726552)]",0.5766418969395778,0.5766418969395777,0.5766418969395778,0.5766418969395777,0.5766418969395778,0.6846854398641344,0.2085898685722672,0.22857591541251
