agents,solveDynamic,solveStaticOverlap,solveStaticNonOverlap,solveStaticNoPool,solveGreedyDynamic,maxUtil,solveNN,solveIndModel,solveConicGibbsGreedyDynamic
"[(0, 0.9034807863892782, 0.5127303162966047), (1, 0.42932227841839454, 0.4567208799386203), (2, 0.8687079796563766, 0.4196704117978316)]",0.8278130249277337,0.8278130249277337,0.8278130249277336,0.8278130249277336,0.8278130249277337,1.023893473704236,0.8278130249277337,0.6850093068717413,0.6081230446797676
"[(0, 0.9185128789117941, 0.32113124532361104), (1, 0.457234901117895, 0.5332147442879029), (2, 0.005413515123543378, 0.9882217165595277)]",0.5387675755298025,0.5387675755298025,0.5387675755298025,0.5387675755298025,0.5387675755298025,0.5441173287378115,0.5387546567042473,0.5387546567042473,0.3632549986849812
"[(0, 0.9947348232469857, 0.8985947217010538), (1, 0.04689036212290354, 0.914936924288905), (2, 0.026246208208420607, 0.523571409286747)]",0.9437126185213772,0.9367651853614944,0.9367651853614944,0.9367651853614944,0.9437126185213772,0.9505069495816106,0.9437126185213772,0.9359674543468542,0.9395652866503957
"[(0, 0.15035947872557254, 0.9575658676289328), (1, 0.42304920912076494, 0.17080197398714525), (2, 0.9380249014654833, 0.27755815877711754)]",0.4124922199559279,0.4043355692399336,0.4043355692399336,0.4043355692399336,0.4124922199559279,0.4765932092514608,0.3932875685600716,0.1467171711501416,0.30146204595403897
"[(0, 0.36757162321543013, 0.6376270248972491), (1, 0.7675916319938181, 0.9703159378839724), (2, 0.050755844945102546, 0.3419551505274909)]",0.9829611234422388,0.979179994857478,0.979179994857478,0.979179994857478,0.9829611234422388,0.9965362174558304,0.9722228343404687,0.7092822858758213,0.9698833141376701
"[(0, 0.18941355595052045, 0.19689104172691185), (1, 0.24114731658456312, 0.5958637565182554), (2, 0.656572935191402, 0.8651065341003309)]",0.7116964822818898,0.7116964822818898,0.7116964822818898,0.7116964822818898,0.7116964822818898,0.7489903146301864,0.6923135125664,0.5402216852037833,0.7011178037504219
"[(0, 0.7795140925531666, 0.41130779837942033), (1, 0.2747289623868482, 0.7139016190214418), (2, 0.35030703953450704, 0.715892533054609)]",0.640061648957571,0.640061648957571,0.640061648957571,0.5714024190929939,0.640061648957571,0.7675318701330457,0.6118215722835453,0.5893424729509706,0.40571495722054846
"[(0, 0.769629145814834, 0.10120720046299392), (1, 0.413975028076352, 0.12973043896122172), (2, 0.8893101846933583, 0.5833697492654683)]",0.5966886707064364,0.5966886707064364,0.5966886707064364,0.5966886707064364,0.5966886707064364,0.6503938328177656,0.5966886707064364,0.1719786065068602,0.5668802182412405
"[(0, 0.6830935461590023, 0.19645266595754307), (1, 0.31184452534401974, 0.37928182302511526), (2, 0.5580727129965327, 0.5947547775585443)]",0.4661119605210742,0.4661119605210742,0.4661119605210742,0.4661119605210742,0.4661119605210742,0.5843889205939558,0.3319164122797461,0.3151160049830035,0.43406961974239183
"[(0, 0.37970266992680557, 0.06827759216052487), (1, 0.4796076261126626, 0.828395396296474), (2, 0.7466364908400794, 0.6299978473167359)]",0.8676841314577821,0.8676841314577821,0.8676841314577821,0.8676841314577821,0.8676841314577821,0.8936093154973069,0.8676841314577821,0.6618053787975892,0.6806497819773293
"[(0, 0.30408102503505086, 0.46441106175838176), (1, 0.6725312851015876, 0.5695822901607508), (2, 0.4062877260220623, 0.9030082265206983)]",0.7854232310600993,0.7557347647878503,0.749943068505225,0.749943068505225,0.7854232310600993,0.89116166020233,0.7854232310600993,0.6163027986527385,0.5951809938865611
"[(0, 0.899080124900969, 0.18999153359097742), (1, 0.4485230656411786, 0.6225868054518289), (2, 0.7084470053987374, 0.0023217659441930882)]",0.450062154360105,0.450062154360105,0.450062154360105,0.450062154360105,0.450062154360105,0.4517070024905054,0.450062154360105,0.223871710648298,0.40014080468037355
"[(0, 0.25118466527994854, 0.6733814064161268), (1, 0.4191749345891753, 0.21547887020685186), (2, 0.6224008331585277, 0.4506794489923621)]",0.4496463477166481,0.4496463477166481,0.4496463477166481,0.4496463477166481,0.4496463477166481,0.5399696890409547,0.4496463477166481,0.3255635210151211,0.3464840587029657
"[(0, 0.7236510702744516, 0.05821744326368894), (1, 0.5807489490091121, 0.29891906289469317), (2, 0.3791101820371131, 0.7837234831566069)]",0.4707144839811433,0.4707144839811433,0.4707144839811433,0.4707144839811433,0.4707144839811433,0.512843599107554,0.4707144839811433,0.2640104479103272,0.4404142704519465
"[(0, 0.06256351518393044, 0.17622707924870362), (1, 0.9124822515121565, 0.3430345071923686), (2, 0.9490546570943387, 0.3992446909325319)]",0.6919179327189648,0.6919179327189648,0.6919179327189648,0.6919179327189648,0.6919179327189648,0.7029433182673608,0.6919179327189648,0.2811929624472058,0.5198054816701614
"[(0, 0.522209097554146, 0.38010607042244937), (1, 0.48768250970177085, 0.12035707816538654), (2, 0.7430505867434607, 0.030997618593132215)]",0.2571908899502279,0.2571908899502278,0.2571908899502279,0.2571908899502279,0.2571908899502279,0.2802236886335048,0.1984948480101599,0.2236518735095592,0.23280574315599858
"[(0, 0.39240580365516187, 0.6769281233312849), (1, 0.5095826568355739, 0.4355681536711482), (2, 0.673562395603022, 0.7244729554535161)]",0.7892716398497728,0.753927533248233,0.753927533248233,0.753608263677465,0.7892716398497728,0.9755662406581744,0.7892716398497728,0.5364990432350987,0.6470394603582947
"[(0, 0.25799200250974086, 0.9650703226409421), (1, 0.11373851873917007, 0.5779750487888183), (2, 0.9626898901027255, 0.2900294220613727)]",0.5368361522622466,0.5281888175516782,0.5281888175516782,0.5281888175516782,0.5368361522622466,0.5939268434691181,0.5184361584874299,0.2552831865888118,0.36186100867406173
"[(0, 0.7860720006072941, 0.37533801729976524), (1, 0.23832999555272927, 0.914602757962531), (2, 0.0824605009310162, 0.9267445262105304)]",0.566945725304272,0.5669457253042719,0.5669457253042719,0.5130199774005255,0.566945725304272,0.5894397952669231,0.5467053420046727,0.5467053420046727,0.3627045740689934
"[(0, 0.6510298548278796, 0.009747672506469574), (1, 0.04667576010649299, 0.5181673862196893), (2, 0.13443635177292346, 0.4113142932700168)]",0.0794814496334781,0.0794814496334781,0.0794814496334781,0.0794814496334781,0.0794814496334781,0.0858274754502746,0.0552955930192793,0.0414702819327746,0.06350799255004339
"[(0, 0.956666074818389, 0.7406155048934906), (1, 0.26233443338128104, 0.2817138698906111), (2, 0.447439885530323, 0.18034323295969745)]",0.7892144835277505,0.7892144835277505,0.7892144835277505,0.7892144835277505,0.7892144835277505,0.8631177319611518,0.708521728016095,0.772609081412272,0.7817302740989724
"[(0, 0.31684297845030496, 0.0805756190524477), (1, 0.06964792260316666, 0.08516033908965692), (2, 0.5330635038277499, 0.9675225967837341)]",0.5412808046051153,0.5412808046051153,0.5412808046051153,0.5412808046051153,0.5412808046051153,0.5472120453108912,0.5404516623751576,0.0716664743620754,0.5339034301781755
"[(0, 0.2981293711253229, 0.39565829314044776), (1, 0.6990379693699775, 0.903864193441047), (2, 0.1328461698075447, 0.9108280927655933)]",0.838313131560933,0.8137706109539824,0.802818370292724,0.7528354138462822,0.838313131560933,0.8707927719607625,0.838313131560933,0.3830122839540255,0.7835992050986884
"[(0, 0.9798840765786949, 0.8932018562754598), (1, 0.5063498038920998, 0.9171272279304674), (2, 0.38549921143688604, 0.8210182373623959)]",1.5597437471278774,1.5597437471278774,1.546777124632429,1.3396214681415524,1.5597437471278774,1.6561233512200582,1.5492977091240951,1.3617453077168165,1.2358223122052945
"[(0, 0.329770448748527, 0.9522194128762376), (1, 0.6900706995851362, 0.4766796902450472), (2, 0.445336213223245, 0.332291626273966)]",0.6944087768927539,0.6584258965553941,0.6429565104166816,0.6429565104166816,0.6944087768927539,0.7909380049473234,0.6944087768927539,0.6358325197769801,0.5760576949487994
"[(0, 0.4444163077818014, 0.7770904928316286), (1, 0.7157876368221662, 0.21338445505328008), (2, 0.7234937990761097, 0.22597058850340046)]",0.5088400071923622,0.5088400071923622,0.5088400071923622,0.5088400071923622,0.5088400071923622,0.6615779620095353,0.4723969064523959,0.4795128537906802,0.46187589591066763
"[(0, 0.5861196357481886, 0.16477888709467237), (1, 0.586074265513598, 0.5418926528625844), (2, 0.3125168953108137, 0.1778527235155064)]",0.4141694797965755,0.4141694797965755,0.4141694797965755,0.4141694797965755,0.4141694797965755,0.4697514607722141,0.4141694797965755,0.1489121590363343,0.374549445493715
"[(0, 0.6821971839568238, 0.8509714958643606), (1, 0.24888947877329737, 0.4379339600887785), (2, 0.8904720815422267, 0.08765499168632651)]",0.7023722814096733,0.6895275131698149,0.6895275131698149,0.6895275131698149,0.7023722814096733,0.7675818360743046,0.6469523620269062,0.6798018576092804,0.6615535855587537
"[(0, 0.1948268927422666, 0.9038465191595951), (1, 0.4663561880891792, 0.8254916427426541), (2, 0.723201742138891, 0.5970793231761696)]",0.9251292379279114,0.9251292379279114,0.9251292379279112,0.8167819425250544,0.9251292379279114,0.992875551368832,0.7939470709700406,0.2324697466338934,0.5821569280563382
"[(0, 0.07714156023281427, 0.37204362575432603), (1, 0.5407838172956574, 0.11460858885278136), (2, 0.7662768850088926, 0.09918033947951699)]",0.1379780717651643,0.1379780717651643,0.1379780717651644,0.1379780717651644,0.1379780717651643,0.1666780975305263,0.0759996015904887,0.0404513522321434,0.07377756267038492
"[(0, 0.6280895530516881, 0.4233243543838384), (1, 0.7193357062657234, 0.003915795319005433), (2, 0.2641715814786265, 0.5651840822964734)]",0.4151911773876451,0.4151911773876451,0.4151911773876451,0.4151911773876451,0.4151911773876451,0.4180079487790339,0.4151911773876451,0.2683332302960746,0.3475746011067974
"[(0, 0.9776040351705315, 0.5752721474606823), (1, 0.10296820591143063, 0.2201797304749663), (2, 0.03603912656615804, 0.7780743143153976)]",0.5904294913702693,0.5904294913702693,0.5904294913702693,0.5904294913702693,0.5904294913702693,0.613101003195339,0.5904294913702693,0.5855452189603467,0.5465336289616629
"[(0, 0.021559583498580226, 0.2753109999395186), (1, 0.07624099879852864, 0.23346283436059923), (2, 0.003946328381457254, 0.6191196398474424)]",0.0237350301652612,0.0237350301652612,0.0237350301652612,0.0237350301652612,0.0237350301652612,0.0261782795715087,0.0024432494062475,0.0157808451182766,0.02004068419563963
"[(0, 0.6323739424658751, 0.8353676047394358), (1, 0.11660887053206936, 0.3930286516669931), (2, 0.07542641832242636, 0.5812808162561127)]",0.5871450853166121,0.574095332774982,0.574095332774982,0.574095332774982,0.5871450853166121,0.617939262784717,0.5665501268497275,0.5737729426878215,0.5570701719718227
"[(0, 0.6141806619285752, 0.628552864078029), (1, 0.7954053221488052, 0.16747671375180273), (2, 0.5502077382958334, 0.17721029546867628)]",0.5192568835707215,0.5192568835707215,0.5192568835707215,0.5192568835707215,0.5192568835707215,0.6167593594432783,0.5192568835707215,0.4846097952050816,0.4629838936844265
"[(0, 0.6393407924875291, 0.884797551977097), (1, 0.040104266097075736, 0.16236234951483708), (2, 0.08482148361652131, 0.2269876395751128)]",0.5849405964234362,0.5849405964234361,0.5849405964234361,0.5849405964234361,0.5849405964234362,0.5914520192925256,0.5827225543445244,0.5719788562688286,0.5845062060414533
"[(0, 0.6354129525549235, 0.4926981727841545), (1, 0.24506651186785722, 0.556637519991581), (2, 0.5272658458701717, 0.03499185226100665)]",0.4494800160863068,0.4494800160863068,0.4494800160863068,0.4494800160863068,0.4494800160863068,0.4679300246672705,0.4494800160863068,0.3879088454174811,0.3831084899394659
"[(0, 0.20571558993246686, 0.7282687571703138), (1, 0.6476047917972081, 0.6770659694877512), (2, 0.413077378546686, 0.8771076088945265)]",0.8465112177577969,0.8465112177577969,0.8337375929013879,0.8007844779885929,0.8465112177577969,0.9506007149992683,0.8358695355410746,0.6403036225816212,0.7474078647777671
"[(0, 0.6427760798868305, 0.9906385816709647), (1, 0.24764792195180085, 0.29701610918908783), (2, 0.13857155731020965, 0.9521433405209055)]",0.8368432998318261,0.8189083309820345,0.8105458981166074,0.7686987695896397,0.8368432998318261,0.8422541918165265,0.8368432998318261,0.7106481111326334,0.8112120411003355
"[(0, 0.06833939044626602, 0.9601716968395726), (1, 0.5885963575194811, 0.8059897441415025), (2, 0.12384656958585882, 0.9736775628602321)]",0.6540768276340649,0.6540768276340649,0.6540768276340649,0.5949892536427062,0.6540768276340649,0.6606068021284794,0.619218190114236,0.5433937986716687,0.5938382622325525
"[(0, 0.6290751092843904, 0.8837659878124688), (1, 0.9665613854345559, 0.37544476134637317), (2, 0.47432159160762244, 0.08438227581984259)]",0.9188455940460528,0.9188455940460528,0.9188455940460528,0.9188455940460528,0.9188455940460528,0.9588699294163938,0.9188455940460528,0.8819712878427566,0.8747252636364597
"[(0, 0.37962041313621075, 0.7107568563727298), (1, 0.9702603730894369, 0.07551401596794094), (2, 0.48947439937384996, 0.4119103134753843)]",0.4714373647398681,0.4714373647398681,0.4714373647398681,0.4714373647398681,0.4714373647398681,0.5447056220464042,0.4714373647398681,0.3350268279573091,0.407236945714183
"[(0, 0.05526733038268816, 0.6055530071511085), (1, 0.31156115499947223, 0.727232762111174), (2, 0.6013780788418994, 0.8944119785016341)]",0.7644572366413088,0.7644572366413087,0.7644572366413088,0.7644572366413088,0.7644572366413088,0.7979245347517594,0.7623020288162304,0.5898777418859229,0.6205354638906
"[(0, 0.5000775360714369, 0.042977795692693554), (1, 0.1927625420995912, 0.5293571960079474), (2, 0.15726311304740292, 0.48322310718347883)]",0.1780334089133162,0.1780334089133162,0.1780334089133162,0.1780334089133162,0.1780334089133162,0.1995256390891,0.1780334089133162,0.1014584032561345,0.14140571090844264
"[(0, 0.7090795940086185, 0.3671658425729496), (1, 0.21271296231180148, 0.26887146037526477), (2, 0.37505293382069493, 0.14785366214483187)]",0.3175422514029821,0.3175422514029821,0.3175422514029821,0.3175422514029821,0.3175422514029821,0.3729952011665352,0.2603498065854594,0.2961356128496004,0.28840854348973194
"[(0, 0.30906630696643667, 0.7572212187746667), (1, 0.24063364279274357, 0.6467546068944715), (2, 0.5186907916728491, 0.28270578077758235)]",0.4236920056657144,0.4158449111681763,0.4158449111681763,0.389662482693316,0.4236920056657144,0.5362993679353312,0.3450681266035901,0.3855849945965611,0.33358109034631017
"[(0, 0.5728087804170943, 0.9238608801589037), (1, 0.4573760501758647, 0.36908503175639507), (2, 0.10322139415172793, 0.43460067916190614)]",0.7004497207863628,0.6980062780426585,0.6980062780426585,0.6980062780426585,0.7004497207863628,0.7428663660450382,0.6851531834270114,0.6919997967219054,0.675369529263707
"[(0, 0.5028648369867252, 0.9520504737264501), (1, 0.5203688010993482, 0.6003978063406817), (2, 0.05385136079102859, 0.40987691871215604)]",0.7911809929417652,0.7911809929417651,0.7911809929417651,0.7911809929417651,0.7911809929417652,0.8132534227712486,0.776200204601569,0.7829759225220804,0.590137844708221
"[(0, 0.4121879196004238, 0.8433438197170535), (1, 0.889698624456734, 0.44645558789472783), (2, 0.013143803230492579, 0.00022473326100735935)]",0.744827056988009,0.744827056988009,0.744827056988009,0.744827056988009,0.744827056988009,0.744830010837771,0.744827056988009,0.6826157018554835,0.4965453140658179
"[(0, 0.9035150234047558, 0.5517893615308741), (1, 0.684795277858933, 0.9581456606887894), (2, 0.4379076281975117, 0.24978807919990653)]",1.191647905776825,1.1546836018387734,1.1546836018387734,1.1546836018387734,1.191647905776825,1.2640677071532167,1.191647905776825,0.8605975313312462,0.8725754362272473
"[(0, 0.8085844957872661, 0.7925598969536751), (1, 0.7292142837718786, 0.6671954338408275), (2, 0.6666917308149819, 0.08558712704468274)]",1.1273800850836018,1.1273800850836018,1.1273800850836018,1.1273800850836018,1.1273800850836018,1.184440314948503,1.1273800850836018,1.0429898118013954,0.8519738306504445
"[(0, 0.4960033490928054, 0.8945584687744794), (1, 0.3396389575332155, 0.7244372443537533), (2, 0.47635856949255184, 0.15188855287220027)]",0.7106962591596239,0.6897511069420177,0.6897511069420177,0.6897511069420177,0.7106962591596239,0.7621045207105128,0.7106962591596239,0.673274827693666,0.5794203049474116
"[(0, 0.5859553808920567, 0.8446556795975503), (1, 0.8436142614873615, 0.6241858380713134), (2, 0.019644925056764295, 0.5591983211641143)]",1.0215026152766224,1.0215026152766224,1.0215026152766224,1.0215026152766224,1.0215026152766224,1.03248802438776,1.0215026152766224,0.939702634171516,0.7030241151964758
"[(0, 0.2758561324636758, 0.6619416895813108), (1, 0.8021370438219128, 0.2669459025530049), (2, 0.5755708102652138, 0.64874317941863)]",0.5875248345662516,0.5875248345662516,0.5875248345662516,0.5875248345662516,0.5875248345662516,0.770125508970623,0.3733976374320119,0.404997903839762,0.4869963813080171
"[(0, 0.611338988181513, 0.8404491626762141), (1, 0.426484708468834, 0.7705473309917449), (2, 0.12171505763137802, 0.14550979334312375)]",0.842425994547929,0.842425994547929,0.842425994547929,0.842425994547929,0.842425994547929,0.8601367274306172,0.842425994547929,0.7998001855309439,0.6582002198891547
"[(0, 0.8569579529851226, 0.9780197822475188), (1, 0.08528459440395741, 0.22296072263020805), (2, 0.7994479522766132, 0.0005507465097090991)]",0.8571369453713197,0.8571369453713196,0.8571369453713196,0.8571369453713196,0.8571369453713197,0.85757723854073,0.8385621237431995,0.8567213769513355,0.8575949596587303
"[(0, 0.5000463355366914, 0.5906892745293216), (1, 0.9976999443758131, 0.581517212411036), (2, 0.4807313435430841, 0.48929961732931704)]",0.8755516976452826,0.8755516976452826,0.8755516976452826,0.8755516976452826,0.8755516976452826,1.110773360079122,0.8327412922408417,0.6380779276331694,0.7373316523435803
"[(0, 0.18199060881303608, 0.9277402772783858), (1, 0.4366085523873422, 0.3173410355255488), (2, 0.4409832491268648, 0.09617613808279735)]",0.3098685069808234,0.3073938280161783,0.3073938280161783,0.3073938280161783,0.3098685069808234,0.3498058938764042,0.2973819681138788,0.2993174201662253,0.2046555625560355
"[(0, 0.5115227998855901, 0.75851714962801), (1, 0.0141935842527251, 0.9295757679422271), (2, 0.5934132002969875, 0.2510562988987368)]",0.5369789379231733,0.5369789379231733,0.5369789379231733,0.5369789379231733,0.5369789379231733,0.550172949904753,0.5010027934659544,0.432249150019188,0.5062309974187144
"[(0, 0.9801576108064041, 0.7949765415851824), (1, 0.2783295731927069, 0.8564060279588082), (2, 0.38970970982613373, 0.21515492598117247)]",1.0257809970755758,1.0175654318887069,1.0175654318887069,1.0175654318887069,1.0257809970755758,1.1014133956604928,0.962762274787382,0.9939323322641244,0.9498857416193074
"[(0, 0.04115451105102663, 0.7120411252045631), (1, 0.7401237186634516, 0.05106453808543676), (2, 0.4198932571069398, 0.029505582156549415)]",0.0670977801756415,0.0670977801756415,0.0670977801756415,0.0670977801756415,0.0670977801756415,0.0794869751701914,0.0562146406286889,0.029806994479899,0.035929580617671764
"[(0, 0.7966437247203385, 0.2978601335797393), (1, 0.5607464109079499, 0.30792253078320453), (2, 0.330765965330981, 0.27053628613578495)]",0.4099548602350357,0.4099548602350357,0.4099548602350357,0.4099548602350357,0.4099548602350357,0.4994390560757971,0.4099548602350357,0.3408644990847395,0.2795581805207403
"[(0, 0.8748936667782297, 0.5788264003265362), (1, 0.7858927551119852, 0.4318214962391642), (2, 0.808321308473271, 0.6418705074099645)]",1.0252491602297515,1.0252491602297515,1.0252491602297518,1.0252491602297518,1.0252491602297515,1.364614545625728,1.0252491602297515,0.8889508023447135,0.8023872499249539
"[(0, 0.01665904331059509, 0.2621103462068587), (1, 0.3151571477126507, 0.671214648246461), (2, 0.38940319076576857, 0.34302911828166427)]",0.3451147272287531,0.3451147272287531,0.3451147272287531,0.3451147272287531,0.3451147272287531,0.3494812348383682,0.3451147272287531,0.1562118274368856,0.3087701897686431
"[(0, 0.5739202459688639, 0.008006141042246395), (1, 0.4470695458417604, 0.20274305530358772), (2, 0.4725388659099611, 0.8645202043929789)]",0.4991596425972519,0.4991596425972519,0.4991596425972519,0.4991596425972519,0.4991596425972519,0.5037545290334794,0.4991596425972519,0.1652148912174871,0.47228808875090766
"[(0, 0.3779764737256527, 0.956153483220629), (1, 0.32762125469567405, 0.6465735445160191), (2, 0.6164169815250359, 0.784049428607297)]",0.9984737232742326,0.9984737232742326,0.9572997607585336,0.8447049040767725,0.9984737232742326,1.05653613998414,0.9042723847473018,0.5849305886797368,0.9102971942035245
"[(0, 0.28779624796911296, 0.23831413004684576), (1, 0.3803921592840719, 0.5281786608808547), (2, 0.3573213964768168, 0.16233439905022418)]",0.2695009337657433,0.2695009337657433,0.2695009337657433,0.2695009337657433,0.2695009337657433,0.3275064879305943,0.2009150213002379,0.0809088107027159,0.2405417967600375
